engine_hours,fuel_used,load_cycles,idling_time,seatbelt_status,safety_alert
1783.9,4.4,8,11.9,1,0
152.6,2.7,19,4.1,1,0
3384.4,4.8,12,2.0,1,0
2787.3,3.5,12,4.2,1,0
4120.1,7.0,7,25.2,1,0
3074.2,3.1,6,16.0,1,0
2015.2,2.5,17,0.3,1,0
1438.9,4.6,7,6.5,1,0
268.8,6.1,8,13.3,1,0
334.0,5.8,13,19.2,1,0
3610.4,7.4,11,20.7,1,0
2275.5,5.6,5,23.2,1,0
3858.9,7.6,10,27.3,1,0
1079.9,2.1,5,29.7,1,0
1751.9,3.2,15,1.9,1,0
4797.9,2.6,18,24.9,1,0
922.6,3.0,11,15.4,1,0
4096.6,3.9,15,5.7,1,0
1114.9,5.3,11,3.6,1,0
1147.5,4.1,7,0.4,1,0
3304.6,2.1,8,13.8,1,0
423.5,6.9,15,18.7,1,0
315.3,7.3,11,9.0,1,0
3034.5,7.9,6,21.4,1,0
3977.2,7.5,14,5.1,1,0
4799.3,5.6,15,20.9,1,0
3421.7,7.8,16,4.0,1,0
959.1,6.6,16,9.5,1,0
4272.6,4.9,10,0.5,1,0
4569.3,4.7,13,19.2,1,0
1238.9,5.5,5,7.0,1,0
3120.1,7.4,9,7.1,1,0
2199.6,3.5,6,1.8,1,0
1935.2,3.8,7,11.3,1,0
3246.0,3.4,16,17.9,1,0
4734.8,6.4,10,4.0,1,0
1655.9,6.7,5,15.6,1,0
4890.1,5.9,9,22.5,1,0
1222.1,6.4,10,7.3,1,0
2742.6,7.4,15,29.7,1,0
4027.1,6.2,8,18.2,1,0
1969.3,3.9,12,18.9,1,0
416.6,4.9,8,1.6,1,0
4960.9,7.6,7,2.8,1,0
3003.9,7.0,19,6.1,1,0
2586.4,4.6,12,9.3,1,0
3636.2,3.5,7,18.2,1,0
1585.2,5.5,15,6.0,1,0
4325.9,4.9,10,11.9,1,0
922.1,4.6,13,18.3,1,0
2223.8,2.9,17,14.5,1,0
3833.5,4.6,6,22.8,1,0
4615.5,5.6,7,16.6,1,0
960.9,4.3,9,13.6,1,0
1938.2,5.6,6,10.0,1,0
3602.8,3.2,19,5.7,1,0
162.9,5.0,16,11.2,1,0
2082.3,4.5,11,29.1,1,0
1928.4,4.9,15,29.6,1,0
449.0,7.3,19,3.7,1,0
4667.4,3.0,17,13.1,1,0
1350.8,7.5,16,10.5,1,0
3574.7,5.8,10,20.9,1,0
3289.4,7.6,16,7.4,1,0
2440.9,7.5,10,18.9,1,0
3414.5,6.2,15,4.4,1,0
3066.6,7.7,7,7.6,1,0
3050.5,7.7,18,4.8,1,0
672.0,2.6,16,27.5,1,0
2048.6,5.5,19,2.4,1,0
4558.8,7.3,7,24.9,1,0
1339.1,3.8,13,19.8,1,0
1975.7,3.8,11,22.6,1,0
4629.2,7.2,6,19.1,1,0
3905.8,4.1,7,8.1,1,0
1126.7,6.5,16,9.2,1,0
4936.4,6.9,5,2.9,1,0
3891.3,4.5,11,19.6,1,0
3691.9,3.0,10,5.6,1,0
758.2,4.9,13,28.5,1,0
2308.2,6.9,7,6.0,1,0
3774.6,6.9,8,7.8,1,0
4521.1,4.5,15,27.4,1,0
635.1,5.8,6,8.8,1,0
1950.9,3.7,10,0.9,1,0
1250.4,4.9,17,3.0,1,0
399.2,6.5,5,20.0,1,0
3967.1,2.3,8,15.7,1,0
135.6,5.6,17,8.0,1,0
2481.0,6.5,14,12.9,1,0
1916.8,7.3,10,24.5,1,0
4710.9,6.0,11,18.3,1,0
4879.0,7.2,17,3.0,1,0
2338.9,6.2,16,25.1,1,0
4632.7,2.2,6,26.1,1,0
1469.4,6.2,18,7.5,1,0
2314.4,6.1,18,14.3,1,0
2124.3,3.1,15,28.7,1,0
4081.8,2.1,10,26.2,1,0
4851.0,6.4,15,13.3,1,0
3073.1,4.4,14,23.8,1,0
1806.8,7.6,19,14.3,1,0
3325.9,6.2,6,22.0,1,0
1539.9,3.2,7,26.1,1,0
4393.5,6.7,16,15.1,1,0
726.5,6.8,9,25.0,1,0
4981.9,7.9,12,5.0,1,0
2286.8,2.7,15,16.2,1,0
1292.4,3.0,15,21.0,1,0
616.8,8.0,5,4.8,1,0
4651.9,7.4,17,8.4,1,0
3624.0,6.0,19,20.1,1,0
3360.8,7.5,15,21.8,1,0
543.2,6.2,18,6.7,1,0
2922.3,7.5,6,19.3,1,0
1947.4,6.3,16,21.8,1,0
3304.2,6.7,18,13.1,1,0
1243.5,3.6,9,2.6,1,0
536.8,6.4,19,5.6,1,0
4715.8,5.4,7,25.6,1,0
4774.9,5.5,5,9.3,1,0
2991.3,3.1,11,29.4,1,0
1666.3,4.2,15,28.0,1,0
718.9,6.0,14,6.7,1,0
2037.0,5.2,12,9.5,1,0
4099.1,3.8,8,15.0,1,0
2333.3,5.6,7,22.4,1,0
4260.7,7.0,5,18.0,1,0
1613.6,7.9,6,8.2,1,0
4253.6,5.4,15,24.9,1,0
2525.6,6.2,11,1.8,1,0
4070.0,2.9,16,6.3,1,0
3690.0,6.9,16,22.1,1,0
4623.5,6.7,18,14.6,1,0
2019.9,7.9,15,27.4,1,0
880.0,2.1,11,10.1,1,0
3421.7,7.9,17,11.7,1,0
451.9,6.4,9,20.9,1,0
1056.0,7.1,11,2.9,1,0
1684.8,6.7,18,24.2,1,0
4264.1,6.3,12,19.6,1,0
2928.1,4.7,12,8.7,1,0
809.6,3.3,16,5.9,1,0
3291.1,4.2,18,17.3,1,0
3423.8,7.9,7,11.3,1,0
4915.2,6.1,7,27.8,1,0
570.6,7.8,7,28.4,1,0
675.0,5.1,10,17.8,1,0
4851.7,5.8,11,7.4,1,0
682.1,4.4,9,20.6,1,0
4777.3,5.9,11,23.3,1,0
4956.7,6.0,6,23.3,1,0
4338.0,5.9,9,19.0,1,0
2281.1,2.1,6,2.5,1,0
2497.2,6.0,13,6.7,1,0
2975.6,7.9,12,8.2,1,0
3752.3,6.8,7,11.5,1,0
4999.8,6.2,9,17.1,1,0
587.3,2.4,19,25.9,1,0
2733.8,12.9,0,74.5,0,1
4105.6,17.4,4,81.6,0,1
2642.6,15.0,0,101.5,0,1
1116.6,15.9,0,58.5,0,1
3035.6,10.2,4,78.5,0,1
1640.1,8.5,4,60.5,0,1
889.9,14.7,0,51.3,0,1
711.1,11.6,4,57.9,0,1
4887.8,15.9,1,67.5,0,1
4736.5,14.2,2,94.4,0,1
2280.1,14.9,2,84.2,0,1
4931.5,12.2,4,83.3,0,1
3470.9,16.0,0,62.8,0,1
1021.6,11.6,1,116.8,0,1
3050.5,10.6,2,65.8,0,1
3672.6,13.1,4,64.1,0,1
1970.7,18.8,3,79.2,0,1
4729.2,16.1,1,85.2,0,1
445.7,16.8,1,98.6,0,1
2861.8,15.8,4,90.4,0,1
2156.5,9.8,3,73.4,0,1
4823.7,11.0,2,54.3,0,1
639.0,14.6,0,69.7,0,1
536.0,18.9,2,56.0,0,1
4010.7,11.3,0,73.3,0,1
4847.0,12.5,0,103.7,0,1
705.2,14.3,2,89.2,0,1
4053.3,9.1,2,97.5,0,1
4340.5,14.6,4,52.4,0,1
335.0,11.8,3,58.6,0,1
4049.8,16.1,4,86.4,0,1
4421.9,12.8,4,54.6,0,1
146.5,14.2,1,94.3,0,1
799.1,14.8,2,49.0,0,1
3654.6,19.7,1,95.9,0,1
2149.4,13.5,3,119.0,0,1
4012.5,14.0,2,116.4,0,1
2650.9,16.6,1,67.9,0,1
4303.8,19.4,3,102.8,0,1
4241.7,15.6,0,99.7,0,1
4729.8,10.0,0,51.3,0,1
1500.7,19.2,0,117.2,0,1
2177.5,14.1,1,81.0,0,1
2623.6,20.0,4,97.3,0,1
2086.8,15.4,0,98.6,0,1
3542.7,17.0,1,119.6,0,1
3339.8,19.0,4,96.3,0,1
307.5,13.4,1,95.6,0,1
4421.5,14.3,1,58.1,0,1
1898.5,9.6,2,116.4,0,1
2171.3,12.5,2,117.7,0,1
1756.0,16.1,4,108.8,0,1
4303.3,11.5,3,67.0,0,1
1144.0,16.9,4,74.5,0,1
4623.0,19.1,4,106.9,0,1
273.6,13.6,4,108.6,0,1
381.7,8.1,3,69.6,0,1
1834.1,8.1,1,75.2,0,1
143.4,13.2,1,51.4,0,1
2620.2,9.8,0,113.5,0,1
133.9,17.2,2,62.0,0,1
2037.3,11.6,3,111.9,0,1
2728.5,11.2,3,94.2,0,1
2252.8,9.7,3,45.4,0,1
4429.5,16.5,0,59.2,0,1
297.3,12.7,2,112.6,0,1
885.5,10.4,3,117.0,0,1
4916.4,9.4,3,86.3,0,1
4019.1,16.6,2,101.3,0,1
3923.7,12.8,3,54.9,0,1
4792.6,17.5,1,56.7,0,1
2550.0,17.2,1,48.9,0,1
4166.2,13.2,4,100.3,0,1
2228.2,11.5,3,51.2,0,1
2201.9,15.4,4,59.0,0,1
1477.6,9.4,2,119.6,0,1
1312.0,17.8,1,80.5,0,1
3935.3,9.2,4,90.8,0,1
1024.5,18.3,1,62.2,0,1
748.2,8.5,1,114.7,0,1
2188.9,15.4,0,109.8,0,1
1963.7,14.3,1,61.6,0,1
2187.8,8.7,3,93.3,0,1
1591.0,11.2,2,115.7,0,1
3586.8,11.0,0,58.6,0,1
102.6,15.9,2,60.9,0,1
2413.1,18.9,0,77.3,0,1
1336.1,13.9,2,67.8,0,1
574.7,8.2,4,102.8,0,1
738.5,12.3,2,100.7,0,1
2985.7,15.3,1,93.8,0,1
1129.2,12.6,0,54.8,0,1
3738.7,9.4,4,117.6,0,1
4431.8,17.8,1,97.8,0,1
4635.0,8.9,4,91.4,0,1
1577.2,13.7,1,85.0,0,1
853.0,9.5,3,86.3,0,1
1337.4,18.5,4,118.1,0,1
4485.1,13.4,0,113.3,0,1
431.8,13.0,4,104.3,0,1
